,Mean,StdDev,5%,95%,ESS_bulk,ESS_tail,R_hat
"beta_language_std[30,4]",-0.214106,0.0318388,-0.266044,-0.162075,15985.6,5951.92,1.00032
"beta_language_std[30,5]",0.179445,0.0333892,0.12466,0.234733,14831.4,5446.41,1.00032
"beta_language_std[30,6]",-0.205607,0.0429434,-0.277414,-0.135449,15456.9,6257.38,1.00111
"beta_language_std[30,7]",-0.106155,0.0319332,-0.158735,-0.0540073,11945.8,5158.62,1.00042
"beta_language_std[30,8]",-0.156552,0.0336674,-0.212099,-0.0999881,14141.9,5079.09,1.00133
"beta_language_std[30,9]",0.204597,0.0351176,0.14703,0.264039,15953.2,5476.55,1.00079
"beta_language_std[30,10]",-0.206961,0.0334263,-0.261924,-0.151813,15221.2,5672.72,1.00044
"beta_language_std[30,11]",0.206553,0.0303906,0.156989,0.256377,14135.1,5960.06,1.00072
"beta_language_std[30,12]",-0.152764,0.063843,-0.26209,-0.0514245,1856.94,2030.49,1.00392
"beta_language_std[31,1]",-0.0630812,0.0327858,-0.117233,-0.00877334,14348.9,5196.77,1.00286
"beta_language_std[31,2]",0.429905,0.0384448,0.367381,0.494379,15261.0,5987.95,0.999926
"beta_language_std[31,3]",0.0720527,0.0360281,0.0129579,0.132058,14334.5,5313.0,1.00018
"beta_language_std[31,4]",-0.19084,0.0323205,-0.243587,-0.137951,15141.2,5543.45,1.00043
"beta_language_std[31,5]",0.126618,0.0332116,0.0721732,0.181721,14974.2,5215.39,1.00189
"beta_language_std[31,6]",-0.266534,0.0429214,-0.336759,-0.19491,16612.4,5948.21,0.999849
"beta_language_std[31,7]",-0.0815164,0.0325197,-0.135013,-0.0277662,13800.2,5729.62,1.00065
"beta_language_std[31,8]",-0.192504,0.0331825,-0.24673,-0.138225,14331.8,5659.84,1.00021
"beta_language_std[31,9]",0.252689,0.0359773,0.194395,0.312153,14897.3,5617.94,1.00062
"beta_language_std[31,10]",-0.0756923,0.0341666,-0.13216,-0.0195225,13627.0,5753.92,1.00106
"beta_language_std[31,11]",0.143526,0.0296838,0.094952,0.19244,11926.3,5808.81,1.00044
"beta_language_std[31,12]",-0.154623,0.0643254,-0.26459,-0.055475,1949.41,2465.2,1.00642
"beta_language_std[32,1]",-0.0319624,0.032017,-0.0837949,0.0213542,15204.2,5924.4,1.00039
"beta_language_std[32,2]",0.532406,0.0388383,0.469478,0.597664,14454.4,5983.52,1.00202
"beta_language_std[32,3]",0.0420687,0.0350123,-0.0154668,0.100011,15493.7,4339.78,1.00072
"beta_language_std[32,4]",-0.149263,0.031773,-0.201934,-0.0959781,15550.1,5121.14,1.00139
"beta_language_std[32,5]",0.139949,0.032984,0.084573,0.195231,13088.3,5710.38,1.00071
"beta_language_std[32,6]",-0.278216,0.0418577,-0.345892,-0.208791,14952.3,5885.3,1.00049
"beta_language_std[32,7]",-0.137822,0.0325619,-0.191828,-0.0841129,14079.8,5441.24,1.00006
"beta_language_std[32,8]",-0.13939,0.0326376,-0.193297,-0.0858226,13905.3,5361.59,1.00084
"beta_language_std[32,9]",0.173193,0.0340163,0.118503,0.229778,14692.6,5532.19,0.99979
"beta_language_std[32,10]",-0.239456,0.0342684,-0.29601,-0.181835,16586.0,4397.09,1.00255
"beta_language_std[32,11]",0.242858,0.0309715,0.19193,0.293516,14163.7,5153.7,1.00039
"beta_language_std[32,12]",-0.154365,0.0628044,-0.261801,-0.0581835,1974.53,2032.73,1.00653
"beta_language_std[33,1]",-0.120527,0.0333533,-0.176303,-0.0654235,15382.9,5489.35,1.00099
"beta_language_std[33,2]",0.457022,0.0384086,0.393973,0.519811,13130.5,6140.07,1.00027
"beta_language_std[33,3]",0.0633107,0.0368562,0.00294192,0.124855,16093.1,5819.5,1.00157
"beta_language_std[33,4]",-0.382335,0.0332731,-0.436468,-0.326746,15764.4,5955.65,1.00038
"beta_language_std[33,5]",0.0499345,0.0332788,-0.00417707,0.104212,15578.9,5614.74,1.0006
"beta_language_std[33,6]",-0.049269,0.0444927,-0.121131,0.0240673,15670.5,5916.64,1.00085
"beta_language_std[33,7]",-0.163302,0.0328503,-0.217097,-0.109364,16049.1,5392.23,1.00134
"beta_language_std[33,8]",-0.412094,0.0332722,-0.467684,-0.356898,14613.9,5982.25,1.00007
"beta_language_std[33,9]",0.258332,0.0373087,0.197521,0.320693,14974.9,5630.89,1.00037
"beta_language_std[33,10]",0.078166,0.0358031,0.0199324,0.137376,16776.4,6085.86,1.00114
"beta_language_std[33,11]",0.280033,0.0311188,0.229138,0.331546,12324.7,5531.01,1.00078
"beta_language_std[33,12]",-0.0592721,0.0389188,-0.122785,0.00541888,390.103,950.435,1.01557
"beta_language_std[34,1]",0.0100401,0.0290735,-0.0375909,0.0584365,15576.6,5960.04,1.00021
"beta_language_std[34,2]",0.342174,0.0320778,0.289444,0.396158,14887.0,5442.16,1.00009
"beta_language_std[34,3]",0.233491,0.0322511,0.180267,0.286456,16468.7,5491.55,1.00068
"beta_language_std[34,4]",-0.0799101,0.0297431,-0.127735,-0.0318169,15238.5,4783.75,1.00059
"beta_language_std[34,5]",0.159565,0.0299555,0.110068,0.208179,12142.0,5554.25,1.0007
"beta_language_std[34,6]",-0.440426,0.0414713,-0.508435,-0.373119,13824.7,4895.63,1.00063
"beta_language_std[34,7]",0.0221833,0.029412,-0.0266803,0.0708386,15109.9,5454.77,1.00009
"beta_language_std[34,8]",-0.0809832,0.0307934,-0.131879,-0.0296892,13402.5,5352.03,1.00065
"beta_language_std[34,9]",0.187146,0.0308624,0.13686,0.237908,14780.9,5538.1,1.00218
"beta_language_std[34,10]",-0.397733,0.0287825,-0.444942,-0.350284,14493.4,5504.9,1.00165
"beta_language_std[34,11]",0.187076,0.0259353,0.144104,0.230058,13781.6,6005.55,1.00081
"beta_language_std[34,12]",-0.142623,0.0627633,-0.244382,-0.0408433,1928.81,1878.45,1.00697
"beta_language_std[35,1]",0.0468677,0.0285813,4.31467e-05,0.0936821,16622.4,5347.22,1.00055
"beta_language_std[35,2]",0.326381,0.0309784,0.275815,0.377948,13951.4,5178.76,1.00028
"beta_language_std[35,3]",0.247868,0.0304429,0.198679,0.29733,14224.6,5639.59,1.00053
"beta_language_std[35,4]",-0.0584163,0.028836,-0.105696,-0.0111626,15489.7,5951.79,1.00019
"beta_language_std[35,5]",0.122053,0.0289594,0.0746987,0.17051,15946.4,5546.71,1.00088
"beta_language_std[35,6]",-0.444016,0.040583,-0.50984,-0.377301,15726.5,5559.08,1.00067
"beta_language_std[35,7]",0.0262113,0.0286596,-0.020512,0.0736575,12950.6,5084.46,1.00071
"beta_language_std[35,8]",-0.079127,0.0300418,-0.127624,-0.0304951,15947.7,5658.84,0.999919
"beta_language_std[35,9]",0.133202,0.0307039,0.0831038,0.183714,16163.1,5814.34,1.00088
"beta_language_std[35,10]",-0.402546,0.0295781,-0.451323,-0.35338,13488.4,4753.3,1.00022
"beta_language_std[35,11]",0.22317,0.0243416,0.182955,0.262675,15762.0,6031.64,1.00076
"beta_language_std[35,12]",-0.141648,0.0620179,-0.244036,-0.0402394,2118.41,2081.15,1.00461
"beta_language_std[36,1]",0.119333,0.0275762,0.0744012,0.164269,15528.8,5828.57,1.0007
"beta_language_std[36,2]",0.0819281,0.0271168,0.036915,0.126936,16297.3,6058.96,0.999931
"beta_language_std[36,3]",0.315277,0.0290448,0.268346,0.363902,15589.6,5170.16,0.999852
"beta_language_std[36,4]",0.0188771,0.0277388,-0.0260282,0.0641185,12859.6,5479.33,1.00075
"beta_language_std[36,5]",0.0795968,0.0268874,0.0357027,0.124064,15938.5,5847.19,1.00102
"beta_language_std[36,6]",-0.286974,0.0394058,-0.352342,-0.222224,15083.4,5996.68,0.999843
"beta_language_std[36,7]",0.0896845,0.0279044,0.0441288,0.136034,15316.4,5341.24,0.999949
"beta_language_std[36,8]",0.0148583,0.0283626,-0.031758,0.0618741,15627.5,5640.6,1.00087
"beta_language_std[36,9]",0.0155795,0.0279922,-0.0308962,0.0617084,14108.5,5226.58,1.00073
"beta_language_std[36,10]",-0.376188,0.0268075,-0.420218,-0.331444,18358.6,5590.13,1.00061
"beta_language_std[36,11]",0.0636284,0.0225426,0.026405,0.100748,11875.9,5688.49,1.0002
"beta_language_std[36,12]",-0.135601,0.0633495,-0.239036,-0.0317275,1943.65,2153.33,1.00604
"beta_language_std[37,1]",0.103035,0.0268024,0.0594675,0.147314,13053.5,5057.98,1.00041
"beta_language_std[37,2]",0.0518721,0.0270972,0.00689821,0.0963351,13851.3,5499.6,1.00069
"beta_language_std[37,3]",0.190926,0.0284889,0.144929,0.237847,14085.3,5132.89,1.00038
"beta_language_std[37,4]",-0.0198872,0.0279975,-0.0663033,0.0259201,15331.3,5389.15,1.00067
"beta_language_std[37,5]",0.0754999,0.0273486,0.0302118,0.120915,14928.7,5395.53,1.00101
"beta_language_std[37,6]",-0.17613,0.0396582,-0.242821,-0.111484,16938.7,6116.6,0.99986
"beta_language_std[37,7]",0.0533436,0.0272772,0.00902094,0.0981571,17148.7,5884.64,1.00027
"beta_language_std[37,8]",0.00375272,0.0277842,-0.0420832,0.049255,14962.4,5206.85,1.00046
"beta_language_std[37,9]",0.0645373,0.0287278,0.0176091,0.111471,14176.5,5353.98,1.00219
"beta_language_std[37,10]",-0.25717,0.0268068,-0.300833,-0.213324,12809.4,6227.62,1.00021
"beta_language_std[37,11]",0.0479962,0.022236,0.0116568,0.0850072,13627.0,5574.41,1.00176
"beta_language_std[37,12]",-0.137775,0.0629119,-0.237451,-0.0335291,2182.65,2350.31,1.00585
"beta_language_std[38,1]",0.0237008,0.0287556,-0.0231673,0.0715921,15313.1,5348.09,1.00006
"beta_language_std[38,2]",0.285052,0.0312005,0.233423,0.336541,15500.0,5044.42,1.00004
"beta_language_std[38,3]",0.245584,0.0315096,0.19391,0.296843,15269.9,6036.27,1.00049
"beta_language_std[38,4]",-0.0795797,0.0297163,-0.12799,-0.0304071,15845.1,4824.35,1.00056
"beta_language_std[38,5]",0.131642,0.0290093,0.084481,0.179472,13867.3,5365.09,1.00073
"beta_language_std[38,6]",-0.368198,0.0407814,-0.434953,-0.30143,15770.3,5297.35,1.00052
"beta_language_std[38,7]",0.0104384,0.029731,-0.0388711,0.0595894,15000.6,5600.39,1.00029
"beta_language_std[38,8]",-0.0924996,0.0296541,-0.1408,-0.0440777,14338.4,5981.81,1.0003
"beta_language_std[38,9]",0.166842,0.0311738,0.116292,0.218025,16087.7,5838.65,1.00183
"beta_language_std[38,10]",-0.392868,0.0285819,-0.439847,-0.346094,14778.0,5606.05,1.00138
"beta_language_std[38,11]",0.212482,0.0257977,0.170054,0.255059,15388.4,5588.81,1.00052
"beta_language_std[38,12]",-0.142594,0.0623361,-0.245025,-0.0414326,1889.35,1895.27,1.00419
"beta_language_std[39,1]",0.0385606,0.0277139,-0.00636933,0.0843788,14333.0,5229.73,1.00114
"beta_language_std[39,2]",0.297484,0.0297647,0.248881,0.346854,16201.4,5630.65,1.00058
"beta_language_std[39,3]",0.238433,0.0310974,0.186906,0.289978,15585.6,6163.53,1.00057
"beta_language_std[39,4]",-0.0903041,0.0280969,-0.135999,-0.0435046,14834.1,6166.77,1.00109
"beta_language_std[39,5]",0.057155,0.0288265,0.00931941,0.10373,14701.3,5773.84,1.00064
"beta_language_std[39,6]",-0.398057,0.0392214,-0.462385,-0.334352,15390.3,5893.24,1.00152
"beta_language_std[39,7]",0.0913222,0.0290021,0.0434949,0.139,15533.0,5812.46,1.00158
"beta_language_std[39,8]",-0.0675441,0.0284806,-0.114052,-0.0200567,14495.2,5421.31,1.00034
"beta_language_std[39,9]",0.14124,0.0300872,0.0925324,0.191185,15257.5,5420.94,1.00053
"beta_language_std[39,10]",-0.401852,0.0277297,-0.447451,-0.356277,15833.9,5647.09,1.00203
"beta_language_std[39,11]",0.236058,0.0241082,0.197259,0.275417,13860.6,5895.65,1.00037
"beta_language_std[39,12]",-0.142495,0.062101,-0.24317,-0.0403998,1786.89,1714.85,1.00648
"beta_language_std[40,1]",0.0142764,0.0295665,-0.0345362,0.0636891,13073.0,5525.44,1.00071
"beta_language_std[40,2]",0.366005,0.0324139,0.312845,0.419166,16955.4,5461.19,1.00117
"beta_language_std[40,3]",0.221815,0.0325586,0.168373,0.276298,17259.2,5795.86,1.001
"beta_language_std[40,4]",-0.10774,0.0297985,-0.157709,-0.0581732,14437.4,5541.37,1.00048
"beta_language_std[40,5]",0.102763,0.0295525,0.055226,0.152065,14033.0,5693.74,1.00068
"beta_language_std[40,6]",-0.354847,0.040718,-0.421616,-0.288195,15373.0,5748.17,1.00048
"beta_language_std[40,7]",0.00520429,0.0303551,-0.0443375,0.0554456,16080.4,5794.33,1.00116
"beta_language_std[40,8]",-0.0869134,0.0306411,-0.136746,-0.0367364,16067.4,5866.21,1.00034
"beta_language_std[40,9]",0.197224,0.0316466,0.144621,0.250494,15824.3,5952.7,1.00117
"beta_language_std[40,10]",-0.412846,0.0297421,-0.460957,-0.36412,17396.1,5794.37,1.00018
"beta_language_std[40,11]",0.19997,0.0274245,0.154251,0.245033,14362.6,5710.2,1.00181
"beta_language_std[40,12]",-0.144911,0.0622035,-0.247481,-0.0461191,1571.75,1659.01,1.00721
"beta_language_std[41,1]",0.0134918,0.0288825,-0.0332837,0.0610261,15211.1,5422.38,1.0014
"beta_language_std[41,2]",0.368216,0.0313121,0.31795,0.419858,14093.1,5690.68,1.00102
"beta_language_std[41,3]",0.119497,0.0309879,0.0693772,0.171748,16533.4,6103.56,1.00011
"beta_language_std[41,4]",-0.227462,0.0286151,-0.274187,-0.17956,12728.8,4676.03,0.999749
"beta_language_std[41,5]",0.121794,0.0291321,0.0744523,0.1695,15106.1,5377.13,1.00088
"beta_language_std[41,6]",-0.332362,0.0398414,-0.398025,-0.266138,14581.9,5617.69,1.00028
"beta_language_std[41,7]",-0.00288453,0.0294062,-0.0512415,0.0461233,13691.4,5611.95,0.999978
"beta_language_std[41,8]",-0.128192,0.0299584,-0.177681,-0.0782904,14703.2,5674.89,0.999935
"beta_language_std[41,9]",0.175006,0.0310995,0.122908,0.225411,13757.6,5297.61,1.00122
"beta_language_std[41,10]",-0.278418,0.0303053,-0.328406,-0.228398,13475.3,4106.92,1.00203
"beta_language_std[41,11]",0.318442,0.0277636,0.271861,0.364803,11196.9,5679.55,0.999937
"beta_language_std[41,12]",-0.147128,0.0626558,-0.251326,-0.0500086,2036.62,2003.36,1.00616
"beta_language_std[42,1]",0.0480789,0.0260085,0.00532554,0.0907065,14130.3,5190.1,1.00265
"beta_language_std[42,2]",0.0489007,0.0261698,0.00640571,0.0920043,15377.2,6042.87,1.00088
"beta_language_std[42,3]",0.163802,0.0292229,0.115299,0.211775,15065.0,5498.48,1.0018
"beta_language_std[42,4]",0.000326529,0.0271556,-0.0434783,0.0449495,11843.0,5604.6,1.00097
"beta_language_std[42,5]",0.0848613,0.0268866,0.0404147,0.129289,15198.5,5283.74,1.00037
"beta_language_std[42,6]",-0.184058,0.0386184,-0.246175,-0.12035,13251.5,5690.73,1.00136
"beta_language_std[42,7]",0.0589245,0.0267785,0.0151727,0.102189,14185.3,6160.46,1.00066
"beta_language_std[42,8]",0.0262542,0.0278283,-0.0193205,0.0722639,15950.0,5069.35,1.0007
"beta_language_std[42,9]",0.0349206,0.0276664,-0.0103546,0.0800249,14729.3,4866.03,1.00111
"beta_language_std[42,10]",-0.167403,0.0278448,-0.212501,-0.121477,16287.6,5568.49,1.00035
"beta_language_std[42,11]",0.0255534,0.0242666,-0.0137426,0.0653173,13789.2,5786.83,1.001
"beta_language_std[42,12]",-0.140161,0.062094,-0.242468,-0.0395238,2038.28,1664.18,1.00378
"beta_language_std[43,1]",0.0581613,0.026636,0.0144079,0.102321,15496.0,5540.18,1.00057
"beta_language_std[43,2]",0.0102513,0.026003,-0.0334802,0.0533955,13167.9,5912.61,1.00047
"beta_language_std[43,3]",0.0775783,0.0287547,0.0304353,0.125048,14625.1,5406.93,1.0012
"beta_language_std[43,4]",0.00458731,0.026962,-0.0401689,0.0498657,14544.3,5101.64,1.0009
"beta_language_std[43,5]",0.00483138,0.026858,-0.0398549,0.0483533,13099.3,5266.0,1.00006
"beta_language_std[43,6]",-0.00783372,0.039785,-0.0731987,0.0571279,13838.1,5401.84,0.999976
"beta_language_std[43,7]",0.0563804,0.0272902,0.0118353,0.100755,15101.3,4994.45,1.00115
"beta_language_std[43,8]",0.0610402,0.0277043,0.0160242,0.10669,13152.9,5525.03,1.00148
"beta_language_std[43,9]",0.0396733,0.0275991,-0.00621196,0.0847858,16309.2,6129.1,1.00018
"beta_language_std[43,10]",-0.187781,0.028075,-0.233918,-0.142224,14742.8,5587.82,1.00131
"beta_language_std[43,11]",0.0242449,0.024156,-0.0155323,0.0637129,15326.1,5853.78,1.00063
"beta_language_std[43,12]",-0.141134,0.0633178,-0.241513,-0.0356532,2038.8,2035.97,1.00556
"beta_language_std[44,1]",-0.00927938,0.0298176,-0.0581465,0.0404175,14051.5,5626.71,1.00043
"beta_language_std[44,2]",0.40864,0.0339767,0.352988,0.463767,16060.3,5797.82,1.00039
"beta_language_std[44,3]",0.176572,0.0323038,0.124589,0.229963,15661.2,5247.99,1.00268
"beta_language_std[44,4]",-0.138797,0.0301992,-0.188492,-0.0887641,16827.6,6113.25,0.999958
"beta_language_std[44,5]",0.150691,0.0301205,0.101051,0.199698,15800.2,5346.65,1.0016
"beta_language_std[44,6]",-0.308754,0.0422765,-0.37821,-0.239216,16428.5,5726.41,1.00074
"beta_language_std[44,7]",-0.0436357,0.0299908,-0.0931848,0.00624558,17346.0,5068.08,1.00022
"beta_language_std[44,8]",-0.169723,0.0314784,-0.221951,-0.118148,17860.4,5760.51,1.00047
"beta_language_std[44,9]",0.218422,0.0327934,0.164907,0.272933,13638.1,4860.99,1.00026
"beta_language_std[44,10]",-0.356584,0.0315345,-0.408791,-0.304495,17269.2,5922.72,1.00101
"beta_language_std[44,11]",0.21945,0.0284468,0.172891,0.265549,14533.6,5746.59,1.00015
"beta_language_std[44,12]",-0.147002,0.0628798,-0.252092,-0.0478787,2208.07,1870.19,1.00578
"beta_language_std[45,1]",-0.0449782,0.0290869,-0.0932155,0.00291594,14229.6,6088.15,1.00095
"beta_language_std[45,2]",0.45944,0.0337385,0.404298,0.515469,16162.1,6010.45,1.00014
"beta_language_std[45,3]",0.122029,0.031641,0.0706974,0.17496,12836.2,5747.98,1.0001
"beta_language_std[45,4]",-0.12612,0.0299292,-0.175165,-0.0764903,13993.2,5944.31,1.0005
"beta_language_std[45,5]",0.16419,0.0304654,0.114066,0.214327,13679.6,6183.78,1.00064
"beta_language_std[45,6]",-0.415708,0.040705,-0.483386,-0.348909,15442.8,5551.95,1.00155
"beta_language_std[45,7]",-0.0291668,0.0303601,-0.0791474,0.0206704,16582.8,5376.81,1.00132
"beta_language_std[45,8]",-0.182037,0.03042,-0.232503,-0.131348,15571.6,5831.01,1.00195
"beta_language_std[45,9]",0.182663,0.0319432,0.130746,0.23504,15261.4,5517.68,1.00166
"beta_language_std[45,10]",-0.299428,0.0305604,-0.349036,-0.248797,14476.7,4682.17,1.00094
"beta_language_std[45,11]",0.317057,0.028389,0.271316,0.362629,14216.9,6340.16,1.00087
"beta_language_std[45,12]",-0.14794,0.0629073,-0.252674,-0.048492,2157.79,1658.52,1.00529
"beta_language_std[46,1]",0.0707589,0.0274335,0.0259234,0.116342,14440.7,5374.01,1.00116
"beta_language_std[46,2]",0.186356,0.0287449,0.139338,0.233636,13323.0,5921.57,0.999932
"beta_language_std[46,3]",0.260114,0.0307532,0.209412,0.309008,18790.2,5327.41,1.00022
"beta_language_std[46,4]",-0.0572644,0.0280981,-0.10366,-0.0104441,14780.1,4755.85,1.00047
"beta_language_std[46,5]",0.0936446,0.0285706,0.046385,0.141104,15451.4,5927.15,1.00088
"beta_language_std[46,6]",-0.292844,0.0395764,-0.357138,-0.2269,15222.9,5938.99,1.00022
"beta_language_std[46,7]",0.0439682,0.0280618,-0.00201714,0.0903036,15197.8,5371.22,0.999929
"beta_language_std[46,8]",-0.00256462,0.0288211,-0.0495788,0.045124,17226.5,5272.22,1.00064
"beta_language_std[46,9]",0.0691803,0.0290273,0.0215395,0.117253,16118.2,5732.06,1.00041
"beta_language_std[46,10]",-0.346152,0.0282458,-0.392166,-0.300357,13809.1,5630.36,1.00005
"beta_language_std[46,11]",0.114638,0.0254467,0.0731843,0.156674,14889.0,5432.37,1.00142
"beta_language_std[46,12]",-0.139835,0.063818,-0.243891,-0.034539,1844.87,1470.34,1.0068
"beta_language_std[47,1]",0.0910314,0.0271579,0.0463711,0.135011,14536.1,5672.79,1.00195
"beta_language_std[47,2]",0.18342,0.0280647,0.137034,0.229846,12965.4,5073.23,1.0
"beta_language_std[47,3]",0.181825,0.0286636,0.134807,0.228493,15010.5,5414.05,1.00249
"beta_language_std[47,4]",-0.0656696,0.0280827,-0.111749,-0.0185075,15158.3,5341.22,1.00017
"beta_language_std[47,5]",0.0340928,0.0271299,-0.010874,0.078693,15313.3,4770.16,1.00233
"beta_language_std[47,6]",-0.239409,0.0389866,-0.302858,-0.17509,13880.7,5785.04,1.00155
"beta_language_std[47,7]",0.0749582,0.0278513,0.0290956,0.119745,13388.6,4865.78,1.00109
"beta_language_std[47,8]",-0.0402043,0.0279318,-0.0860019,0.00562974,13504.9,5513.21,1.00013
"beta_language_std[47,9]",0.0483925,0.0281581,0.00117368,0.0950921,14652.2,5314.47,1.00016
"beta_language_std[47,10]",-0.246552,0.0287731,-0.293358,-0.200201,13013.4,5577.4,1.00053
"beta_language_std[47,11]",0.119781,0.0252812,0.0787967,0.16087,14064.1,5722.96,1.00108
"beta_language_std[47,12]",-0.141667,0.062527,-0.241122,-0.0399219,2118.49,1806.2,1.00724
"beta_language_std[48,1]",0.0858338,0.0274651,0.0409689,0.131146,14828.1,5046.8,1.00079
"beta_language_std[48,2]",-0.0160672,0.0264159,-0.0595314,0.0268425,13501.1,6049.68,1.00037
"beta_language_std[48,3]",0.25696,0.0285751,0.209223,0.304169,14480.6,5084.53,0.999984
"beta_language_std[48,4]",-0.0250266,0.0272093,-0.0688872,0.0201691,15652.8,6172.03,1.00051
"beta_language_std[48,5]",0.0159283,0.0268441,-0.0277868,0.0591331,14358.9,5008.24,1.00033
"beta_language_std[48,6]",-0.139979,0.0394426,-0.204452,-0.0747995,17303.8,5928.0,1.00012
"beta_language_std[48,7]",0.0350671,0.0273187,-0.009294,0.0799817,15166.8,5305.89,1.00035
"beta_language_std[48,8]",0.0258363,0.0276043,-0.0198763,0.0714613,14707.2,5657.89,1.00064
"beta_language_std[48,9]",-0.000523987,0.0273269,-0.0448177,0.0439309,13702.2,5602.24,1.0002
"beta_language_std[48,10]",-0.0985703,0.0254818,-0.141125,-0.0565729,13743.8,5362.15,1.00093
"beta_language_std[48,11]",0.00195171,0.022459,-0.0347316,0.0391649,13718.9,5562.04,1.00101
"beta_language_std[48,12]",-0.14141,0.062872,-0.241636,-0.0410512,1946.12,1774.19,1.00528
"beta_language_std[49,1]",0.0827836,0.0273005,0.0384389,0.128295,16710.4,5353.93,1.00104
"beta_language_std[49,2]",0.110006,0.027564,0.0646543,0.155409,12293.9,5656.49,1.00068
"beta_language_std[49,3]",0.237031,0.029692,0.189084,0.285764,14951.9,5678.51,1.00128
"beta_language_std[49,4]",-0.0152993,0.0278441,-0.0615204,0.0298728,14597.7,5482.56,1.00143
"beta_language_std[49,5]",0.0545614,0.0271726,0.00964957,0.0996862,14981.7,5670.44,1.00009
"beta_language_std[49,6]",-0.249913,0.0390474,-0.312834,-0.185194,11931.2,4515.12,1.00121
"beta_language_std[49,7]",0.0363575,0.0274741,-0.00801025,0.081811,17122.2,5726.96,0.999994
"beta_language_std[49,8]",0.0146003,0.0279768,-0.0309917,0.0606025,16218.0,6092.73,1.0009
"beta_language_std[49,9]",0.0414272,0.0284255,-0.00569967,0.0883158,15766.8,5131.34,1.00039
"beta_language_std[49,10]",-0.301432,0.0255238,-0.343002,-0.25917,12959.9,5853.16,0.999853
"beta_language_std[49,11]",0.129029,0.0230253,0.0913131,0.166497,12776.2,6021.18,1.0009
"beta_language_std[49,12]",-0.139151,0.0622691,-0.239314,-0.0390549,2118.13,2108.14,1.00286
"beta_language_std[50,1]",-0.00376929,0.0295515,-0.0520984,0.0442757,16150.7,5790.69,1.0014
"beta_language_std[50,2]",0.295041,0.0314137,0.243212,0.34598,14271.2,5360.45,0.999932
"beta_language_std[50,3]",0.20056,0.0319385,0.148284,0.253247,14825.9,5102.26,1.00007
"beta_language_std[50,4]",-0.0678223,0.0290821,-0.115226,-0.0198752,15026.1,5363.5,1.00166
"beta_language_std[50,5]",0.168142,0.0295049,0.11945,0.217447,15901.0,5018.61,1.00072
"beta_language_std[50,6]",-0.321445,0.0402547,-0.38763,-0.255523,16734.6,5841.78,1.00034
"beta_language_std[50,7]",-0.0353208,0.0287824,-0.082064,0.0123901,15144.8,5780.49,1.00184
"beta_language_std[50,8]",-0.12076,0.0304707,-0.170292,-0.0699668,14309.8,5219.75,1.00045
"beta_language_std[50,9]",0.10726,0.0310269,0.057257,0.158298,14494.7,5782.62,1.00021
"beta_language_std[50,10]",-0.278572,0.0291901,-0.326009,-0.23103,12920.1,5824.69,1.00209
"beta_language_std[50,11]",0.2015,0.0267181,0.157714,0.245611,13764.0,5942.2,1.00036
"beta_language_std[50,12]",-0.144813,0.0623035,-0.246709,-0.0460784,2162.3,2269.67,1.00539
"beta_language_std[51,1]",-0.0841499,0.0327564,-0.13736,-0.0307253,14773.6,5596.28,1.00025
"beta_language_std[51,2]",0.400136,0.0360995,0.341186,0.460235,13084.0,5733.8,1.00006
"beta_language_std[51,3]",0.0891674,0.0358342,0.0300686,0.147484,13796.6,5617.24,0.999946
"beta_language_std[51,4]",-0.210139,0.0322964,-0.263079,-0.157067,15160.1,5760.38,1.00016
"beta_language_std[51,5]",0.125393,0.0329099,0.0717239,0.179758,16295.8,5687.16,0.99991
"beta_language_std[51,6]",-0.0272333,0.0435822,-0.098198,0.0436895,15869.5,5771.52,1.00065
"beta_language_std[51,7]",-0.127754,0.0324312,-0.179979,-0.0743756,13694.6,6035.36,1.00011
"beta_language_std[51,8]",-0.227422,0.0325269,-0.280838,-0.173259,16998.9,6071.36,1.00129
"beta_language_std[51,9]",0.223111,0.0349371,0.165468,0.280402,14765.4,5790.75,0.999915
"beta_language_std[51,10]",-0.102522,0.0319902,-0.155274,-0.0500851,14904.3,6100.8,1.00001
"beta_language_std[51,11]",0.0976352,0.0279158,0.0523975,0.143958,14822.7,5700.38,1.00154
"beta_language_std[51,12]",-0.156222,0.0623229,-0.262676,-0.0609662,1819.6,1694.74,1.00638
"beta_language_std[52,1]",-0.0762967,0.0307031,-0.127131,-0.0256239,15847.3,5339.63,1.00089
"beta_language_std[52,2]",0.446085,0.0327963,0.392784,0.501146,16142.7,5780.15,1.00065
"beta_language_std[52,3]",0.20955,0.033843,0.15399,0.265821,13083.1,4520.49,1.00025
"beta_language_std[52,4]",-0.163394,0.0305312,-0.213554,-0.112562,15088.9,5636.31,1.00165
"beta_language_std[52,5]",0.0215588,0.0308229,-0.0284552,0.0725973,13839.7,5443.0,1.00025
"beta_language_std[52,6]",-0.18117,0.0424373,-0.250404,-0.112054,15051.9,6048.48,1.00163
"beta_language_std[52,7]",-0.0986959,0.0303866,-0.149859,-0.048859,11197.6,5404.89,1.00126
"beta_language_std[52,8]",-0.215608,0.03176,-0.267218,-0.163934,14493.9,5395.18,1.00147
"beta_language_std[52,9]",0.159582,0.0328996,0.105153,0.213785,16212.8,5714.55,0.999914
"beta_language_std[52,10]",-0.172704,0.0301683,-0.222004,-0.123333,14585.4,5220.94,1.0018
