,Mean,StdDev,5%,95%,ESS_bulk,ESS_tail,R_hat
"beta_language_std[97,11]",-0.00256347,0.0224719,-0.0399516,0.0342783,12835.4,5465.22,1.00015
"beta_language_std[97,12]",-0.142669,0.0616498,-0.244657,-0.0442818,1960.4,2364.82,1.00562
"beta_language_std[98,1]",0.0358454,0.0268211,-0.0083686,0.0797209,14913.9,5836.73,1.00133
"beta_language_std[98,2]",0.024767,0.0269933,-0.0194652,0.069062,16900.4,5789.28,1.00105
"beta_language_std[98,3]",0.0980294,0.0281598,0.052015,0.144141,14510.6,6219.05,1.00126
"beta_language_std[98,4]",0.00234529,0.0273707,-0.0423855,0.0474485,14045.2,6191.98,1.00116
"beta_language_std[98,5]",0.0475297,0.0266956,0.00296285,0.0905035,15169.6,5456.19,1.00171
"beta_language_std[98,6]",-0.114233,0.0392355,-0.178196,-0.0489533,17281.9,5901.81,1.00038
"beta_language_std[98,7]",0.0165415,0.0269378,-0.0273235,0.0603947,14450.6,5939.2,1.00054
"beta_language_std[98,8]",0.0415656,0.0280664,-0.00526496,0.0882509,11877.5,5488.2,1.00077
"beta_language_std[98,9]",0.0638185,0.0277358,0.0181393,0.109879,15105.0,5748.91,1.0007
"beta_language_std[98,10]",-0.0862857,0.0266668,-0.130013,-0.0421033,14102.1,5671.64,1.00059
"beta_language_std[98,11]",0.0118091,0.0223521,-0.0253026,0.0486164,13312.8,5527.98,1.00163
"beta_language_std[98,12]",-0.141733,0.0632156,-0.244505,-0.0384647,1938.97,1570.09,1.00604
"beta_language_std[99,1]",0.0825818,0.0273977,0.0362723,0.128111,13808.7,5211.13,1.00114
"beta_language_std[99,2]",0.248764,0.0280504,0.202455,0.294367,16121.8,6180.54,1.0003
"beta_language_std[99,3]",0.23631,0.0296638,0.188182,0.285443,15491.8,5580.47,1.00023
"beta_language_std[99,4]",-0.021754,0.027506,-0.0672059,0.0241544,16269.6,5309.15,1.00104
"beta_language_std[99,5]",0.160689,0.0276395,0.115151,0.206944,12903.0,5404.92,1.0006
"beta_language_std[99,6]",-0.320219,0.0394432,-0.38511,-0.254998,16359.1,6179.77,1.00139
"beta_language_std[99,7]",0.0446359,0.0280207,-0.000936994,0.0900427,15810.7,5536.67,1.00019
"beta_language_std[99,8]",-0.00938879,0.0282565,-0.0549662,0.0369697,14916.2,5444.79,1.00052
"beta_language_std[99,9]",0.143063,0.0281664,0.0970766,0.189211,14845.7,5786.22,1.00009
"beta_language_std[99,10]",-0.444881,0.026703,-0.488145,-0.401219,14243.5,5776.86,1.00165
"beta_language_std[99,11]",0.0175751,0.023029,-0.0196495,0.0560182,13678.1,6169.94,1.00099
"beta_language_std[99,12]",-0.137377,0.0619206,-0.237443,-0.0353795,2477.26,2161.76,1.00562
"beta_language_std[100,1]",0.0883185,0.0267797,0.044237,0.133402,13320.5,6099.76,1.00208
"beta_language_std[100,2]",0.246944,0.0277814,0.201416,0.292443,14478.1,5987.26,1.00154
"beta_language_std[100,3]",0.147728,0.0297236,0.0994328,0.19662,16262.1,5431.36,1.00023
"beta_language_std[100,4]",-0.0570043,0.0280863,-0.103161,-0.0104512,13056.3,4765.83,1.00096
"beta_language_std[100,5]",0.183166,0.0279665,0.137496,0.229184,14387.4,5506.74,1.00014
"beta_language_std[100,6]",-0.323722,0.0391013,-0.389,-0.260073,14723.9,5990.05,1.00065
"beta_language_std[100,7]",0.105822,0.0273583,0.0605657,0.151653,14604.6,5992.07,1.00091
"beta_language_std[100,8]",0.0101373,0.0282232,-0.0375727,0.0566538,14164.1,5370.85,1.00074
"beta_language_std[100,9]",0.143712,0.029118,0.0966439,0.19165,15049.5,5657.94,1.00016
"beta_language_std[100,10]",-0.447689,0.026557,-0.491839,-0.404507,13791.9,5032.97,1.00014
"beta_language_std[100,11]",0.0373965,0.0229029,-0.00032168,0.0751279,13466.0,5806.97,1.00055
"beta_language_std[100,12]",-0.134808,0.0627737,-0.232674,-0.0318765,2126.06,1900.49,1.00563
"beta_task_std[1,1]",0.618034,0.0534268,0.53203,0.70594,11691.4,5869.87,1.00066
"beta_task_std[1,2]",-0.0601895,0.024776,-0.10032,-0.0194681,9287.91,6033.35,0.999946
"beta_task_std[1,3]",-0.37033,0.0341153,-0.426687,-0.313946,17260.6,5653.48,1.0017
"beta_task_std[1,4]",0.510738,0.0271128,0.466608,0.554669,14036.3,6389.3,1.00127
"beta_task_std[1,5]",-1.33887,0.0481303,-1.41799,-1.26076,15529.2,5792.67,1.00028
"beta_task_std[1,6]",0.539534,0.0248391,0.499079,0.580489,11887.7,5753.71,1.00018
"beta_task_std[1,7]",0.101082,0.0192547,0.0690679,0.132648,11516.8,6586.9,0.999809
"beta_task_std[2,1]",0.660798,0.0509261,0.577698,0.745421,9908.23,5692.64,1.00127
"beta_task_std[2,2]",0.000291178,0.024094,-0.0396424,0.0393306,8348.08,5739.36,1.00132
"beta_task_std[2,3]",-0.134534,0.0329334,-0.189013,-0.0801288,14221.6,5777.42,1.00099
"beta_task_std[2,4]",-0.0156773,0.0248524,-0.0571153,0.0246679,11104.3,5609.93,1.00075
"beta_task_std[2,5]",-0.607821,0.0435236,-0.680263,-0.535706,14824.7,5626.65,1.00023
"beta_task_std[2,6]",0.327908,0.0234468,0.289826,0.366578,13627.1,6507.07,1.00023
"beta_task_std[2,7]",-0.230966,0.0183318,-0.261219,-0.201129,10994.1,7125.57,1.00032
"beta_task_std[3,1]",0.536517,0.0524881,0.450579,0.622331,10799.5,6311.6,0.999887
"beta_task_std[3,2]",-0.139701,0.0256028,-0.182247,-0.0974431,8273.26,4899.88,1.00048
"beta_task_std[3,3]",-0.244694,0.0342451,-0.301139,-0.187909,17131.6,5026.03,1.00182
"beta_task_std[3,4]",0.34773,0.0263158,0.304795,0.391679,13502.4,6183.11,1.00003
"beta_task_std[3,5]",-0.993676,0.0458531,-1.06976,-0.918001,15498.5,5574.53,1.00016
"beta_task_std[3,6]",0.694315,0.0259306,0.650826,0.737352,13505.3,5428.5,1.00031
"beta_task_std[3,7]",-0.200492,0.0189107,-0.231523,-0.169388,11302.7,6497.01,1.00066
"beta_task_std[4,1]",0.688788,0.0504709,0.605659,0.773129,9769.87,5576.05,1.0003
"beta_task_std[4,2]",0.12931,0.0241718,0.0894427,0.169627,9767.82,6561.14,1.0006
"beta_task_std[4,3]",-0.369027,0.0322436,-0.420932,-0.315895,17258.0,5539.79,1.00183
"beta_task_std[4,4]",0.14827,0.0232682,0.110307,0.186538,10779.3,6690.09,1.00066
"beta_task_std[4,5]",-0.759432,0.0455062,-0.834943,-0.685264,14351.4,5776.78,1.0014
"beta_task_std[4,6]",0.315505,0.0223414,0.278619,0.351718,10251.9,5292.31,1.00047
"beta_task_std[4,7]",-0.153415,0.0180174,-0.182891,-0.124035,9225.87,5393.64,1.00018
"beta_task_std[5,1]",0.70954,0.0522327,0.624655,0.797542,10998.6,6366.44,1.00007
"beta_task_std[5,2]",0.0935545,0.0249113,0.0525743,0.134102,8590.87,6137.19,1.00019
"beta_task_std[5,3]",-0.144799,0.0341526,-0.200188,-0.0890925,16588.5,6077.47,1.00036
"beta_task_std[5,4]",0.249524,0.0237839,0.210308,0.288473,11299.5,6183.51,1.00013
"beta_task_std[5,5]",-1.0696,0.0471912,-1.14808,-0.991706,12811.2,6273.5,1.00002
"beta_task_std[5,6]",0.26725,0.0226101,0.229728,0.304689,10745.6,6520.81,1.00028
"beta_task_std[5,7]",-0.105466,0.0188653,-0.136814,-0.0745859,9923.44,7031.12,0.999854
"beta_task_std[6,1]",0.739973,0.0466359,0.66336,0.817122,13895.2,6483.75,1.00041
"beta_task_std[6,2]",0.520941,0.0242459,0.48137,0.561287,8745.7,5906.56,1.00079
"beta_task_std[6,3]",-0.860266,0.0358868,-0.918409,-0.80181,16083.4,4563.13,1.00028
"beta_task_std[6,4]",0.181418,0.0225591,0.144704,0.218903,10107.1,5648.93,0.99994
"beta_task_std[6,5]",-0.838694,0.0486585,-0.919204,-0.760073,13476.8,5991.75,1.00005
"beta_task_std[6,6]",0.0937613,0.021577,0.0580831,0.128771,10172.5,6203.03,1.00128
"beta_task_std[6,7]",0.162867,0.0186222,0.133262,0.193743,11329.6,7023.64,1.00046
"beta_task_std[7,1]",0.793219,0.0477665,0.713258,0.870768,11778.2,5853.87,1.00054
"beta_task_std[7,2]",0.460867,0.0241976,0.421195,0.500716,9241.51,5918.29,0.999922
"beta_task_std[7,3]",-0.881805,0.0356981,-0.941464,-0.823489,18475.5,5765.16,1.00134
"beta_task_std[7,4]",0.220342,0.0221073,0.184094,0.256291,11670.6,6955.37,0.999862
"beta_task_std[7,5]",-0.804016,0.0480781,-0.882429,-0.72494,14438.3,6189.59,1.00077
"beta_task_std[7,6]",0.107427,0.0209993,0.0728656,0.141667,10625.1,6175.56,1.0006
"beta_task_std[7,7]",0.103967,0.0178711,0.0740868,0.133329,9790.59,7040.45,1.00016
"beta_task_std[8,1]",0.941296,0.0485304,0.862336,1.02212,12006.0,5789.05,1.00045
"beta_task_std[8,2]",0.390262,0.0237621,0.351357,0.428857,8903.6,4652.16,1.0006
"beta_task_std[8,3]",-0.734156,0.0347668,-0.791267,-0.676698,20654.7,5479.07,1.00042
"beta_task_std[8,4]",-0.01175,0.0216301,-0.0471034,0.0240216,10399.5,6210.8,1.0004
"beta_task_std[8,5]",-0.578802,0.0475514,-0.657556,-0.501932,14929.5,5822.73,0.999804
"beta_task_std[8,6]",-0.0392416,0.0212703,-0.0738371,-0.00395822,10502.4,5791.57,1.00028
"beta_task_std[8,7]",0.0323909,0.0179086,0.00271046,0.0617197,9509.71,6942.73,0.999955
"beta_task_std[9,1]",0.715087,0.0507175,0.631534,0.798337,10139.2,5121.65,1.00018
"beta_task_std[9,2]",0.0697435,0.0248685,0.0291894,0.11062,8645.19,6119.12,0.999977
"beta_task_std[9,3]",-0.105455,0.0331548,-0.1592,-0.0518114,18650.7,6284.19,1.00024
"beta_task_std[9,4]",0.142029,0.0230211,0.104157,0.180637,10477.7,6103.03,0.999864
"beta_task_std[9,5]",-1.25216,0.0479495,-1.33015,-1.17195,14776.6,5780.56,1.00052
"beta_task_std[9,6]",0.43041,0.0226097,0.393194,0.468098,10407.5,6163.41,1.00037
"beta_task_std[9,7]",0.000349263,0.018661,-0.0303229,0.0309948,11169.0,7112.02,0.999983
"beta_task_std[10,1]",0.661893,0.0506423,0.580669,0.745376,8552.88,3920.43,1.00011
"beta_task_std[10,2]",0.123207,0.024471,0.0834854,0.163724,8967.29,5445.37,1.00048
"beta_task_std[10,3]",-0.28091,0.0336946,-0.336114,-0.225342,16597.3,5062.36,1.00126
"beta_task_std[10,4]",0.449176,0.0238156,0.410139,0.488304,11192.7,6865.79,1.00007
"beta_task_std[10,5]",-1.24145,0.0500004,-1.3238,-1.16009,14823.3,5185.67,1.00219
"beta_task_std[10,6]",0.184285,0.0225834,0.147365,0.221632,11523.4,6553.66,1.0002
"beta_task_std[10,7]",0.103799,0.0191719,0.0724695,0.135072,10845.0,6802.41,1.00117
"beta_task_std[11,1]",0.570984,0.0497522,0.489915,0.651521,10829.1,5972.07,1.00068
"beta_task_std[11,2]",-0.0528435,0.0240772,-0.0923373,-0.0129291,10086.3,5753.63,1.00017
"beta_task_std[11,3]",-0.315403,0.0337297,-0.371436,-0.25978,16212.0,5990.69,1.00053
"beta_task_std[11,4]",0.378712,0.023732,0.33931,0.418492,11221.5,6196.5,1.00082
"beta_task_std[11,5]",-0.568845,0.0461112,-0.643804,-0.492567,14282.9,6348.63,1.00078
"beta_task_std[11,6]",-0.0378679,0.022229,-0.0744275,-0.00122027,11100.6,5341.62,1.00155
"beta_task_std[11,7]",0.0252632,0.0186589,-0.00534379,0.0562,11010.8,6375.66,1.00052
"beta_task_std[12,1]",0.68565,0.0514911,0.602077,0.770954,10458.1,5329.44,0.999918
"beta_task_std[12,2]",0.0878969,0.0247505,0.0471559,0.128818,8993.17,6242.42,1.00007
"beta_task_std[12,3]",-0.14689,0.0329976,-0.201361,-0.0926916,17843.2,5663.36,0.999931
"beta_task_std[12,4]",0.15146,0.0229588,0.113864,0.189491,9611.58,6770.66,1.00032
"beta_task_std[12,5]",-0.818939,0.0468351,-0.895663,-0.74261,15359.5,6027.43,1.00056
"beta_task_std[12,6]",0.110828,0.0215033,0.0755977,0.146073,12132.2,6569.99,0.99985
"beta_task_std[12,7]",-0.070005,0.0184974,-0.100081,-0.0396701,10945.1,6816.71,0.999876
"beta_task_std[13,1]",0.537502,0.0536272,0.451283,0.627331,11499.9,6145.35,1.00173
"beta_task_std[13,2]",-0.42704,0.0239542,-0.466506,-0.388183,8772.9,6392.71,1.00033
"beta_task_std[13,3]",0.0774711,0.0354649,0.0193451,0.136394,17661.2,5529.87,0.999843
"beta_task_std[13,4]",0.85385,0.0309023,0.803065,0.904834,14752.1,6131.18,1.0004
"beta_task_std[13,5]",-1.47286,0.0454854,-1.54838,-1.39814,16787.0,6488.02,1.00021
"beta_task_std[13,6]",0.660272,0.0257013,0.618031,0.70316,13932.2,6622.86,1.00216
"beta_task_std[13,7]",-0.229198,0.0184534,-0.2598,-0.198444,10428.5,6603.03,0.999972
"beta_task_std[14,1]",0.330415,0.0539885,0.242354,0.418258,11358.9,6029.53,1.00038
"beta_task_std[14,2]",-0.445712,0.0253197,-0.487301,-0.404811,8663.44,6461.89,1.00071
"beta_task_std[14,3]",-0.234682,0.035933,-0.293028,-0.175109,17215.8,5910.04,1.00081
"beta_task_std[14,4]",0.699946,0.0287456,0.652884,0.747128,14703.3,6470.78,1.00035
"beta_task_std[14,5]",-1.23673,0.0469623,-1.31367,-1.16027,19315.0,6145.53,1.00042
"beta_task_std[14,6]",0.880811,0.0283474,0.834611,0.928196,14293.9,5935.44,1.00108
"beta_task_std[14,7]",0.00595613,0.0201129,-0.0271963,0.0391084,12097.4,7075.71,0.999999
"beta_task_std[15,1]",0.905148,0.0502219,0.824707,0.989069,13402.1,6204.88,1.00064
"beta_task_std[15,2]",0.37389,0.0249388,0.33296,0.415363,7400.01,4695.68,0.999811
"beta_task_std[15,3]",-0.195956,0.0336186,-0.252557,-0.14104,16759.9,5744.16,1.00089
"beta_task_std[15,4]",0.455952,0.0234716,0.417826,0.494355,9634.19,6199.18,1.00041
"beta_task_std[15,5]",-1.98341,0.0607104,-2.08452,-1.88506,11046.2,6357.79,1.00192
"beta_task_std[15,6]",0.252843,0.0219976,0.216397,0.289687,10112.0,6842.94,1.00035
"beta_task_std[15,7]",0.191536,0.0190406,0.160427,0.222678,9833.82,6869.74,1.00042
"beta_task_std[16,1]",0.781773,0.0495494,0.701111,0.863454,10549.0,5839.33,1.00022
"beta_task_std[16,2]",0.51922,0.0242329,0.479328,0.559206,9248.64,4724.12,1.00072
"beta_task_std[16,3]",-0.904877,0.0350473,-0.963187,-0.84743,15869.4,5247.87,1.00135
"beta_task_std[16,4]",0.292212,0.0241534,0.253114,0.332509,9300.52,5217.49,1.00107
"beta_task_std[16,5]",-1.01592,0.0486132,-1.09537,-0.936524,14236.9,6339.99,1.00117
"beta_task_std[16,6]",0.195855,0.0222341,0.159008,0.232639,11497.7,6477.66,0.999919
"beta_task_std[16,7]",0.131739,0.0184353,0.101745,0.16211,9909.89,7069.52,1.00037
"beta_task_std[17,1]",0.789362,0.0525249,0.703714,0.876445,10550.0,6267.7,1.00075
"beta_task_std[17,2]",0.109977,0.0245544,0.0693379,0.149933,8745.77,5268.35,1.00027
"beta_task_std[17,3]",-0.748185,0.0339814,-0.804246,-0.691985,18109.3,5624.01,1.00047
"beta_task_std[17,4]",0.466328,0.0254176,0.424511,0.508184,11976.0,6681.35,1.00035
"beta_task_std[17,5]",-0.934734,0.0476077,-1.01361,-0.855314,15433.0,5163.85,1.00087
"beta_task_std[17,6]",0.19921,0.0227489,0.161776,0.236369,12124.5,6310.25,0.99989
"beta_task_std[17,7]",0.118042,0.0190101,0.0866964,0.149542,10964.9,6222.3,0.999907
"beta_task_std[18,1]",0.616828,0.0545387,0.526731,0.706126,9788.8,5548.92,0.999929
"beta_task_std[18,2]",-0.36189,0.0236976,-0.400981,-0.322615,9249.22,6560.3,1.00001
"beta_task_std[18,3]",-0.149125,0.0344546,-0.205556,-0.0920146,16918.6,5928.22,1.00122
"beta_task_std[18,4]",0.692249,0.0296513,0.643339,0.740918,13996.6,5853.8,1.00008
"beta_task_std[18,5]",-1.17366,0.0449611,-1.24809,-1.10027,14537.9,5496.18,1.0008
"beta_task_std[18,6]",0.469106,0.0248643,0.428594,0.510504,12864.1,6038.35,1.00056
"beta_task_std[18,7]",-0.093504,0.019137,-0.124528,-0.0618545,11169.0,7064.11,1.00007
"beta_task_std[19,1]",0.547735,0.0546858,0.458855,0.63766,10974.3,5980.81,1.00084
"beta_task_std[19,2]",-0.417088,0.0236805,-0.45629,-0.37774,8562.6,6364.91,1.0003
"beta_task_std[19,3]",0.0777563,0.0356911,0.0199463,0.137583,16209.0,5498.78,0.999892
"beta_task_std[19,4]",0.689906,0.0296481,0.641126,0.73866,14971.3,5826.74,1.00011
"beta_task_std[19,5]",-1.17923,0.044208,-1.25241,-1.1058,15257.2,6403.64,1.00112
"beta_task_std[19,6]",0.461769,0.0248742,0.420879,0.502792,13203.0,6231.34,1.00041
"beta_task_std[19,7]",-0.180846,0.018933,-0.212169,-0.150163,10424.5,7030.72,1.00034
"beta_task_std[20,1]",0.645777,0.053887,0.558935,0.734631,12051.1,6722.54,1.00038
"beta_task_std[20,2]",-0.235981,0.0252041,-0.27754,-0.19401,9322.81,5725.99,0.99997
"beta_task_std[20,3]",-0.645851,0.0335156,-0.699967,-0.590245,16417.5,6358.54,1.00018
"beta_task_std[20,4]",0.544357,0.0259896,0.501961,0.587627,12826.9,6993.57,1.00004
"beta_task_std[20,5]",-1.10541,0.0468515,-1.18225,-1.02919,16243.9,5696.64,1.00074
"beta_task_std[20,6]",0.72633,0.0256645,0.683829,0.768424,14376.9,6969.67,1.00073
"beta_task_std[20,7]",0.0707755,0.0194694,0.0398985,0.103329,11458.2,7089.37,1.00033
"beta_task_std[21,1]",0.901458,0.0498155,0.820963,0.983998,10539.3,6067.61,1.00013
"beta_task_std[21,2]",0.439421,0.0242912,0.400033,0.479822,8790.86,5463.82,1.00115
"beta_task_std[21,3]",-0.532729,0.0332881,-0.587646,-0.478086,16297.1,5954.79,1.00029
"beta_task_std[21,4]",-0.152806,0.0222725,-0.189465,-0.115736,10350.5,6387.08,1.00025
"beta_task_std[21,5]",-0.424684,0.045949,-0.501655,-0.349255,16263.2,5694.59,1.0015
"beta_task_std[21,6]",-0.190417,0.0216522,-0.226239,-0.155186,11172.4,6909.3,1.00055
"beta_task_std[21,7]",-0.0402424,0.0178337,-0.0692166,-0.0113346,8857.03,7319.33,1.00118
"beta_task_std[22,1]",0.906325,0.0503302,0.82568,0.989714,9654.04,6413.67,1.00011
"beta_task_std[22,2]",0.377886,0.0246247,0.337959,0.418281,8794.33,6045.24,1.00009
"beta_task_std[22,3]",-0.450612,0.0327215,-0.504371,-0.396699,16717.6,5310.75,1.0004
"beta_task_std[22,4]",-0.105109,0.0220916,-0.141381,-0.0685144,9667.76,5598.22,1.00038
"beta_task_std[22,5]",-0.417419,0.0465616,-0.494503,-0.341942,14945.4,5791.19,1.00021
"beta_task_std[22,6]",-0.229639,0.0208888,-0.264258,-0.195094,11683.0,7365.17,1.00074
"beta_task_std[22,7]",-0.0814324,0.0179665,-0.110861,-0.0517472,9455.4,6466.3,1.0004
"beta_task_std[23,1]",0.645104,0.0516472,0.561136,0.729922,11433.0,6755.49,1.00035
"beta_task_std[23,2]",-0.00730824,0.024848,-0.0479384,0.0346005,8248.96,6075.4,1.0003
"beta_task_std[23,3]",-0.238504,0.0343079,-0.294959,-0.181585,17500.0,5280.35,1.00144
"beta_task_std[23,4]",0.158761,0.0236555,0.119587,0.19722,11288.4,6513.33,1.00005
"beta_task_std[23,5]",-0.732269,0.0460824,-0.807421,-0.657582,14434.0,5239.38,1.00026
"beta_task_std[23,6]",0.253579,0.0224424,0.216253,0.29087,11796.6,6436.82,0.999901
"beta_task_std[23,7]",-0.0793631,0.0186318,-0.110375,-0.0487268,11300.4,6941.3,1.00026
"beta_task_std[24,1]",0.624034,0.0517814,0.539005,0.709535,9981.19,5879.56,1.00038
"beta_task_std[24,2]",-0.00305165,0.024621,-0.0437239,0.0370472,9086.06,5671.26,1.00042
"beta_task_std[24,3]",-0.174808,0.0347656,-0.231281,-0.117718,16389.6,5045.95,1.00125
"beta_task_std[24,4]",0.104541,0.0238777,0.0657454,0.143911,11399.2,6207.42,0.999989
"beta_task_std[24,5]",-0.679438,0.0459947,-0.754992,-0.602974,16247.5,6089.21,1.00045
"beta_task_std[24,6]",0.192469,0.0228391,0.155795,0.230107,10530.5,6294.23,1.00097
"beta_task_std[24,7]",-0.0637469,0.0185746,-0.0945792,-0.0333521,11218.5,6961.23,1.00003
"beta_task_std[25,1]",0.648211,0.0513736,0.564232,0.732945,10307.8,6108.48,1.0003
"beta_task_std[25,2]",0.00970742,0.0244906,-0.0302345,0.0499321,8841.52,6296.08,1.00071
"beta_task_std[25,3]",-0.274599,0.0343251,-0.330735,-0.218289,14000.2,4739.14,1.00299
"beta_task_std[25,4]",0.170304,0.0236459,0.131559,0.20941,9486.39,5295.66,1.0
"beta_task_std[25,5]",-0.737694,0.0458578,-0.813551,-0.662152,13421.0,5786.84,1.00001
"beta_task_std[25,6]",0.263668,0.0228517,0.226289,0.301313,11548.6,6541.54,1.00062
"beta_task_std[25,7]",-0.0795979,0.0187828,-0.110217,-0.0484911,10832.0,6948.34,1.00025
"beta_task_std[26,1]",0.70537,0.0519398,0.619653,0.791843,11350.4,6097.49,1.00023
"beta_task_std[26,2]",0.0388348,0.0251199,-0.00221321,0.079711,8285.71,5304.94,0.999875
"beta_task_std[26,3]",-0.202456,0.0332188,-0.256605,-0.147697,18346.3,5477.19,1.00072
"beta_task_std[26,4]",0.189045,0.0237684,0.149841,0.228103,12190.0,6679.45,1.00082
"beta_task_std[26,5]",-0.921766,0.0476409,-0.999752,-0.842727,15244.0,5180.45,1.001
"beta_task_std[26,6]",0.242115,0.0230354,0.204233,0.280756,12182.7,6571.75,1.0005
"beta_task_std[26,7]",-0.0511417,0.0183844,-0.0812836,-0.0213013,10571.2,6529.25,1.00069
"beta_task_std[27,1]",0.673167,0.0503382,0.590965,0.756634,11363.5,6026.45,1.00053
"beta_task_std[27,2]",0.124313,0.0244873,0.0843662,0.165345,9582.26,5477.99,1.0005
"beta_task_std[27,3]",-0.453402,0.0327068,-0.506347,-0.399466,16024.0,5424.12,1.00118
"beta_task_std[27,4]",0.174744,0.0240082,0.134964,0.214451,11985.1,6149.45,1.00029
"beta_task_std[27,5]",-0.723851,0.0457541,-0.799614,-0.64849,15798.8,6088.47,1.00021
"beta_task_std[27,6]",0.278811,0.0234271,0.241048,0.317135,11660.4,6052.72,1.00075
"beta_task_std[27,7]",-0.0737819,0.0184858,-0.104663,-0.0433536,11577.9,6669.51,1.00016
"beta_task_std[28,1]",0.616499,0.05309,0.529636,0.704586,9866.34,5148.95,1.00017
"beta_task_std[28,2]",-0.123976,0.0247027,-0.1642,-0.0834808,8205.82,4396.88,1.00164
"beta_task_std[28,3]",-0.355468,0.0346686,-0.411656,-0.299198,16402.3,5448.14,1.00123
"beta_task_std[28,4]",0.27042,0.0262968,0.227591,0.313455,14360.5,6206.95,1.00005
"beta_task_std[28,5]",-0.878667,0.0463018,-0.955607,-0.802961,17195.1,6340.73,0.999838
"beta_task_std[28,6]",0.539424,0.0246704,0.498388,0.579365,14048.4,6122.76,1.00084
"beta_task_std[28,7]",-0.0682316,0.0190369,-0.0995282,-0.0368818,11094.9,6944.86,1.00003
"beta_task_std[29,1]",0.577528,0.05545,0.485739,0.669794,12225.3,5852.11,0.999924
"beta_task_std[29,2]",-0.432042,0.025284,-0.473111,-0.390117,9029.89,6610.05,1.00091
"beta_task_std[29,3]",-0.130037,0.0368524,-0.189093,-0.0693102,18852.2,5792.64,1.00043
"beta_task_std[29,4]",0.492361,0.0292431,0.444818,0.540599,13845.4,5921.38,0.999867
"beta_task_std[29,5]",-1.37737,0.0465283,-1.45386,-1.30183,15475.6,4909.68,0.999974
"beta_task_std[29,6]",0.760272,0.0285111,0.713753,0.807087,15819.2,5982.31,1.00251
"beta_task_std[29,7]",0.109291,0.0200816,0.0764382,0.142319,11563.5,6627.19,1.00063
"beta_task_std[30,1]",0.339586,0.0566497,0.246974,0.434275,10825.3,6304.23,1.00081
"beta_task_std[30,2]",-0.628749,0.0258179,-0.670711,-0.586285,8991.65,6330.88,1.00053
"beta_task_std[30,3]",-0.0101701,0.0395092,-0.0749979,0.0542649,16883.7,5606.41,1.00211
"beta_task_std[30,4]",0.793254,0.0345604,0.73695,0.849696,15004.8,6471.68,1.00104
"beta_task_std[30,5]",-1.40659,0.0475935,-1.4864,-1.32836,18018.2,5903.23,1.00022
"beta_task_std[30,6]",0.912367,0.0316801,0.860733,0.964595,14993.5,6905.3,1.001
"beta_task_std[30,7]",0.000302737,0.0216877,-0.0362369,0.035788,10207.5,5804.18,0.999968
"beta_task_std[31,1]",0.390363,0.0579816,0.297404,0.487124,12200.2,6170.64,1.0005
"beta_task_std[31,2]",-0.670409,0.0259799,-0.713153,-0.62712,9197.76,6534.35,0.999973
"beta_task_std[31,3]",-0.00937529,0.0405102,-0.0759618,0.0576811,18922.3,5554.51,1.00008
"beta_task_std[31,4]",0.960409,0.0370192,0.900372,1.02193,16779.0,6340.09,1.00046
"beta_task_std[31,5]",-1.57052,0.0469804,-1.64824,-1.49389,15169.1,5580.32,1.00099
"beta_task_std[31,6]",0.963085,0.0332615,0.908302,1.0173,16876.8,5932.32,1.0009
"beta_task_std[31,7]",-0.0635519,0.0219531,-0.0999467,-0.0278457,11699.0,6422.71,0.999753
"beta_task_std[32,1]",0.416894,0.0566011,0.325734,0.510994,11344.9,6293.63,1.00023
"beta_task_std[32,2]",-0.551689,0.0257218,-0.594472,-0.509336,9257.21,6560.83,1.0002
"beta_task_std[32,3]",-0.0399733,0.0386949,-0.102803,0.0244498,13263.2,4393.48,1.00106
"beta_task_std[32,4]",0.739363,0.0338935,0.684111,0.795186,13658.8,6593.57,1.00029
"beta_task_std[32,5]",-1.44226,0.0468394,-1.51909,-1.36424,18985.0,6464.9,0.999774
"beta_task_std[32,6]",0.868641,0.0314034,0.817165,0.920026,14910.0,6416.55,1.00037
"beta_task_std[32,7]",0.0090231,0.0210671,-0.0261268,0.0430355,11467.7,6319.08,1.00025
"beta_task_std[33,1]",0.3447,0.0577037,0.251067,0.439008,12108.0,5845.7,1.00129
"beta_task_std[33,2]",-0.779304,0.0254442,-0.820738,-0.737292,10193.8,7334.97,0.999932
"beta_task_std[33,3]",-0.260827,0.0382357,-0.323753,-0.196918,14069.2,5195.79,1.00084
"beta_task_std[33,4]",1.51832,0.0446858,1.44635,1.59374,13764.3,6309.95,1.00015
"beta_task_std[33,5]",-1.73565,0.047081,-1.81229,-1.65986,16043.5,4889.57,0.999795
"beta_task_std[33,6]",1.07352,0.0331848,1.02013,1.12859,16235.0,5519.23,1.00114
"beta_task_std[33,7]",-0.160763,0.0218005,-0.19618,-0.125014,12756.3,7179.94,1.00043
"beta_task_std[34,1]",0.630195,0.0550885,0.541487,0.724213,8749.86,3660.03,1.00108
"beta_task_std[34,2]",-0.232537,0.0250432,-0.273711,-0.191209,9130.51,5844.1,1.00029
"beta_task_std[34,3]",-0.629612,0.0334846,-0.684133,-0.574732,16219.7,6066.34,1.00133
"beta_task_std[34,4]",0.51781,0.0263407,0.47463,0.561727,12717.3,6261.17,1.00082
"beta_task_std[34,5]",-1.07494,0.0466339,-1.15146,-0.998033,15561.1,4916.82,1.00092
